,Date,Close
0,2021-01-01,29374.152344
1,2021-01-02,32127.267578
2,2021-01-03,32782.023438
3,2021-01-04,31971.914063
4,2021-01-05,33992.429688
5,2021-01-06,36824.363281
6,2021-01-07,39371.042969
7,2021-01-08,40797.609375
8,2021-01-09,40254.546875
9,2021-01-10,38356.441406
10,2021-01-11,35566.65625
11,2021-01-12,33922.960938
12,2021-01-13,37316.359375
13,2021-01-14,39187.328125
14,2021-01-15,36825.367188
15,2021-01-16,36178.140625
16,2021-01-17,35791.277344
17,2021-01-18,36630.074219
18,2021-01-19,36069.804688
19,2021-01-20,35547.75
20,2021-01-21,30825.699219
21,2021-01-22,33005.761719
22,2021-01-23,32067.642578
23,2021-01-24,32289.378906
24,2021-01-25,32366.392578
25,2021-01-26,32569.849609
26,2021-01-27,30432.546875
27,2021-01-28,33466.097656
28,2021-01-29,34316.386719
29,2021-01-30,34269.523438
30,2021-01-31,33114.359375
31,2021-02-01,33537.175781
32,2021-02-02,35510.289063
33,2021-02-03,37472.089844
34,2021-02-04,36926.066406
35,2021-02-05,38144.308594
36,2021-02-06,39266.011719
37,2021-02-07,38903.441406
38,2021-02-08,46196.464844
39,2021-02-09,46481.105469
40,2021-02-10,44918.183594
41,2021-02-11,47909.332031
42,2021-02-12,47504.851563
43,2021-02-13,47105.515625
44,2021-02-14,48717.289063
45,2021-02-15,47945.058594
46,2021-02-16,49199.871094
47,2021-02-17,52149.007813
48,2021-02-18,51679.796875
49,2021-02-19,55888.132813
50,2021-02-20,56099.519531
51,2021-02-21,57539.945313
52,2021-02-22,54207.320313
53,2021-02-23,48824.425781
54,2021-02-24,49705.332031
55,2021-02-25,47093.851563
56,2021-02-26,46339.761719
57,2021-02-27,46188.453125
58,2021-02-28,45137.769531
59,2021-03-01,49631.242188
60,2021-03-02,48378.988281
61,2021-03-03,50538.242188
62,2021-03-04,48561.167969
63,2021-03-05,48927.304688
64,2021-03-06,48912.382813
65,2021-03-07,51206.691406
66,2021-03-08,52246.523438
67,2021-03-09,54824.117188
68,2021-03-10,56008.550781
69,2021-03-11,57805.121094
70,2021-03-12,57332.089844
71,2021-03-13,61243.085938
72,2021-03-14,59302.316406
73,2021-03-15,55907.199219
74,2021-03-16,56804.902344
75,2021-03-17,58870.894531
76,2021-03-18,57858.921875
77,2021-03-19,58346.652344
78,2021-03-20,58313.644531
79,2021-03-21,57523.421875
80,2021-03-22,54529.144531
81,2021-03-23,54738.945313
82,2021-03-24,52774.265625
83,2021-03-25,51704.160156
84,2021-03-26,55137.3125
85,2021-03-27,55973.511719
86,2021-03-28,55950.746094
87,2021-03-29,57750.199219
88,2021-03-30,58917.691406
89,2021-03-31,58918.832031
90,2021-04-01,59095.808594
91,2021-04-02,59384.3125
92,2021-04-03,57603.890625
93,2021-04-04,58758.554688
94,2021-04-05,59057.878906
95,2021-04-06,58192.359375
96,2021-04-07,56048.9375
97,2021-04-08,58323.953125
98,2021-04-09,58245.003906
99,2021-04-10,59793.234375
100,2021-04-11,60204.964844
101,2021-04-12,59893.453125
102,2021-04-13,63503.457031
103,2021-04-14,63109.695313
104,2021-04-15,63314.011719
105,2021-04-16,61572.789063
106,2021-04-17,60683.820313
107,2021-04-18,56216.183594
108,2021-04-19,55724.265625
109,2021-04-20,56473.03125
110,2021-04-21,53906.089844
111,2021-04-22,51762.273438
112,2021-04-23,51093.652344
113,2021-04-24,50050.867188
114,2021-04-25,49004.253906
115,2021-04-26,54021.753906
116,2021-04-27,55033.117188
117,2021-04-28,54824.703125
118,2021-04-29,53555.109375
119,2021-04-30,57750.175781
120,2021-05-01,57828.050781
121,2021-05-02,56631.078125
122,2021-05-03,57200.292969
123,2021-05-04,53333.539063
124,2021-05-05,57424.007813
125,2021-05-06,56396.515625
126,2021-05-07,57356.402344
127,2021-05-08,58803.777344
128,2021-05-09,58232.316406
129,2021-05-10,55859.796875
130,2021-05-11,56704.574219
131,2021-05-12,49150.535156
132,2021-05-13,49716.191406
133,2021-05-14,49880.535156
134,2021-05-15,46760.1875
135,2021-05-16,46456.058594
136,2021-05-17,43537.511719
137,2021-05-18,42909.402344
138,2021-05-19,37002.441406
139,2021-05-20,40782.738281
140,2021-05-21,37304.691406
141,2021-05-22,37536.632813
142,2021-05-23,34770.582031
143,2021-05-24,38705.980469
144,2021-05-25,38402.222656
145,2021-05-26,39294.199219
146,2021-05-27,38436.96875
147,2021-05-28,35697.605469
148,2021-05-29,34616.066406
149,2021-05-30,35678.128906
150,2021-05-31,37332.855469
151,2021-06-01,36684.925781
152,2021-06-02,37575.179688
153,2021-06-03,39208.765625
154,2021-06-04,36894.40625
155,2021-06-05,35551.957031
156,2021-06-06,35862.378906
157,2021-06-07,33560.707031
158,2021-06-08,33472.632813
159,2021-06-09,37345.121094
160,2021-06-10,36702.597656
161,2021-06-11,37334.398438
162,2021-06-12,35552.515625
163,2021-06-13,39097.859375
164,2021-06-14,40218.476563
165,2021-06-15,40406.269531
166,2021-06-16,38347.0625
167,2021-06-17,38053.503906
168,2021-06-18,35787.246094
169,2021-06-19,35615.871094
170,2021-06-20,35698.296875
171,2021-06-21,31676.693359
172,2021-06-22,32505.660156
173,2021-06-23,33723.027344
174,2021-06-24,34662.4375
175,2021-06-25,31637.779297
176,2021-06-26,32186.277344
177,2021-06-27,34649.644531
178,2021-06-28,34434.335938
179,2021-06-29,35867.777344
180,2021-06-30,35040.835938
181,2021-07-01,33572.117188
182,2021-07-02,33897.046875
183,2021-07-03,34668.546875
184,2021-07-04,35287.78125
185,2021-07-05,33746.003906
186,2021-07-06,34235.195313
187,2021-07-07,33855.328125
188,2021-07-08,32877.371094
189,2021-07-09,33798.011719
190,2021-07-10,33520.519531
191,2021-07-11,34240.1875
192,2021-07-12,33155.847656
193,2021-07-13,32702.025391
194,2021-07-14,32822.347656
195,2021-07-15,31780.730469
196,2021-07-16,31421.539063
197,2021-07-17,31533.068359
198,2021-07-18,31796.810547
199,2021-07-19,30817.832031
200,2021-07-20,29807.347656
201,2021-07-21,32110.693359
202,2021-07-22,32313.105469
203,2021-07-23,33581.550781
204,2021-07-24,34292.445313
205,2021-07-25,35350.1875
206,2021-07-26,37337.535156
207,2021-07-27,39406.941406
208,2021-07-28,39995.90625
209,2021-07-29,40008.421875
210,2021-07-30,42235.546875
211,2021-07-31,41626.195313
212,2021-08-01,39974.894531
213,2021-08-02,39201.945313
214,2021-08-03,38152.980469
215,2021-08-04,39747.503906
216,2021-08-05,40869.554688
217,2021-08-06,42816.5
218,2021-08-07,44555.800781
219,2021-08-08,43798.117188
220,2021-08-09,46365.402344
221,2021-08-10,45585.03125
222,2021-08-11,45593.636719
223,2021-08-12,44428.289063
224,2021-08-13,47793.320313
225,2021-08-14,47096.945313
226,2021-08-15,47047.003906
227,2021-08-16,46004.484375
228,2021-08-17,44695.359375
229,2021-08-18,44801.1875
230,2021-08-19,46717.578125
231,2021-08-20,49339.175781
232,2021-08-21,48905.492188
233,2021-08-22,49321.652344
234,2021-08-23,49546.148438
235,2021-08-24,47706.117188
236,2021-08-25,48960.789063
237,2021-08-26,46942.21875
238,2021-08-27,49058.667969
239,2021-08-28,48902.402344
240,2021-08-29,48829.832031
241,2021-08-30,47054.984375
242,2021-08-31,47166.6875
243,2021-09-01,48847.027344
244,2021-09-02,49327.722656
245,2021-09-03,50025.375
246,2021-09-04,49944.625
247,2021-09-05,51753.410156
248,2021-09-06,52633.535156
249,2021-09-07,46811.128906
250,2021-09-08,46091.390625
251,2021-09-09,46391.421875
252,2021-09-10,44883.910156
253,2021-09-11,45201.457031
254,2021-09-12,46063.269531
255,2021-09-13,44963.074219
256,2021-09-14,47092.492188
257,2021-09-15,48176.347656
258,2021-09-16,47783.359375
259,2021-09-17,47267.519531
260,2021-09-18,48278.363281
261,2021-09-19,47260.21875
262,2021-09-20,42843.800781
263,2021-09-21,40693.675781
264,2021-09-22,43574.507813
265,2021-09-23,44895.097656
266,2021-09-24,42839.75
267,2021-09-25,42716.59375
268,2021-09-26,43208.539063
269,2021-09-27,42235.730469
270,2021-09-28,41034.542969
271,2021-09-29,41564.363281
272,2021-09-30,43790.894531
273,2021-10-01,48116.941406
274,2021-10-02,47711.488281
275,2021-10-03,48199.953125
276,2021-10-04,49112.902344
277,2021-10-05,51514.8125
278,2021-10-06,55361.449219
279,2021-10-07,53805.984375
280,2021-10-08,53967.847656
281,2021-10-09,54968.222656
282,2021-10-10,54771.578125
283,2021-10-11,57484.789063
284,2021-10-12,56041.058594
285,2021-10-13,57401.097656
286,2021-10-14,57321.523438
287,2021-10-15,61593.949219
288,2021-10-16,60892.179688
289,2021-10-17,61553.617188
290,2021-10-18,62026.078125
291,2021-10-19,64261.992188
292,2021-10-20,65992.835938
293,2021-10-21,62210.171875
294,2021-10-22,60692.265625
295,2021-10-23,61393.617188
296,2021-10-24,60930.835938
297,2021-10-25,63039.824219
298,2021-10-26,60363.792969
299,2021-10-27,58482.386719
300,2021-10-28,60622.136719
301,2021-10-29,62227.964844
302,2021-10-30,61888.832031
303,2021-10-31,61318.957031
304,2021-11-01,61004.40625
305,2021-11-02,63226.402344
306,2021-11-03,62970.046875
307,2021-11-04,61452.230469
308,2021-11-05,61125.675781
309,2021-11-06,61527.480469
310,2021-11-07,63326.988281
311,2021-11-08,67566.828125
312,2021-11-09,66971.828125
313,2021-11-10,64995.230469
314,2021-11-11,64949.960938
315,2021-11-12,64155.941406
316,2021-11-13,64469.527344
317,2021-11-14,65466.839844
318,2021-11-15,63557.871094
319,2021-11-16,60161.246094
320,2021-11-17,60368.011719
321,2021-11-18,56942.136719
322,2021-11-19,58119.578125
323,2021-11-20,59697.195313
324,2021-11-21,58730.476563
325,2021-11-22,56289.289063
326,2021-11-23,57569.074219
327,2021-11-24,56280.425781
328,2021-11-25,57274.679688
329,2021-11-26,53569.765625
330,2021-11-27,54815.078125
331,2021-11-28,57248.457031
332,2021-11-29,57806.566406
333,2021-11-30,57005.425781
334,2021-12-01,57229.828125
335,2021-12-02,56477.816406
336,2021-12-03,53598.246094
337,2021-12-04,49200.703125
338,2021-12-05,49368.847656
339,2021-12-06,50582.625
340,2021-12-07,50700.085938
341,2021-12-08,50504.796875
342,2021-12-09,47672.121094
343,2021-12-10,47243.304688
344,2021-12-11,49362.507813
345,2021-12-12,50098.335938
346,2021-12-13,46737.480469
347,2021-12-14,46612.632813
348,2021-12-15,48896.722656
349,2021-12-16,47665.425781
350,2021-12-17,46202.144531
351,2021-12-18,46848.777344
352,2021-12-19,46707.015625
353,2021-12-20,46880.277344
354,2021-12-21,48936.613281
355,2021-12-22,48628.511719
356,2021-12-23,50784.539063
357,2021-12-24,50822.195313
358,2021-12-25,50429.859375
359,2021-12-26,50809.515625
360,2021-12-27,50640.417969
361,2021-12-28,47588.855469
362,2021-12-29,46444.710938
363,2021-12-30,47178.125
364,2021-12-31,46306.445313
